HOG	gene
N0.HOG0001948	Zm00001eb338590
N0.HOG0001948	Zm00001eb345060
N0.HOG0001948	Zm00001eb358210
N0.HOG0001948	Zm00001eb291090
N0.HOG0001948	BPChr10G03548
N0.HOG0001948	BPChr04G24913
N0.HOG0001948	TC02G2771
N0.HOG0001948	TC07G0107
N0.HOG0001948	GWHGERFP005200
N0.HOG0001948	GWHGERFP000407
N0.HOG0001948	RHSIM_Rhsim06G0206600
N0.HOG0001948	RHSIM_Rhsim04G0024900
N0.HOG0001948	Os01g0218200
N0.HOG0001948	Os05g0587300
N0.HOG0001948	Os05g0210600
N0.HOG0001949	AT1G53500
N0.HOG0001949	AT1G78570
N0.HOG0001949	AT3G14790
N0.HOG0001949	EL10Ac3g05468.1
N0.HOG0001949	EL10Ac4g08424.1
N0.HOG0001949	EL10Ac4g08426.1
N0.HOG0001949	HORVU.MOREX.r3.5HG0425420
N0.HOG0001949	HORVU.MOREX.r3.4HG0387510
N0.HOG0001949	Zm00001eb012590
N0.HOG0001949	Zm00001eb043460
N0.HOG0001949	Zm00001eb284390
N0.HOG0001949	Zm00001eb397570
N0.HOG0001949	BPChr04G06212
N0.HOG0001949	BPChr12G28172
N0.HOG0001949	TC02G2742
N0.HOG0001949	TC07G0037
N0.HOG0001949	GWHGERFP022803
N0.HOG0001949	GWHGERFP005258
N0.HOG0001949	GWHGERFP000280
N0.HOG0001949	GWHGERFP000795
N0.HOG0001949	GWHGERFP006178
N0.HOG0001949	RHSIM_Rhsim06G0119000
N0.HOG0001949	RHSIM_Rhsim06G0212400
N0.HOG0001949	RHSIM_Rhsim01G0183500
N0.HOG0001949	RHSIM_RhsimUnG0206500
N0.HOG0001949	Os03g0278200
N0.HOG0001950	AT1G54610
N0.HOG0001950	AT5G50860
N0.HOG0001950	EL10Ac4g09230.1
N0.HOG0001950	EL10Ac5g11338.1
N0.HOG0001950	HORVU.MOREX.r3.4HG0377070
N0.HOG0001950	HORVU.MOREX.r3.2HG0114920
N0.HOG0001950	Zm00001eb111000
N0.HOG0001950	Zm00001eb016770
N0.HOG0001950	Zm00001eb131770
N0.HOG0001950	Zm00001eb330080
N0.HOG0001950	Zm00001eb394760
N0.HOG0001950	BPChr05G24273
N0.HOG0001950	BPChr01G13693
N0.HOG0001950	TC06G0814
N0.HOG0001950	TC12G1604
N0.HOG0001950	TC05G2318
N0.HOG0001950	TC01G1252
N0.HOG0001950	TC03G2373
N0.HOG0001950	TC09G0780
N0.HOG0001950	GWHGERFP026372
N0.HOG0001950	GWHGERFP016064
N0.HOG0001950	GWHGERFP039871
N0.HOG0001950	GWHGERFP003953
N0.HOG0001950	RHSIM_Rhsim12G0178400
N0.HOG0001950	RHSIM_Rhsim05G0148400
N0.HOG0001950	Os01g0367700
N0.HOG0001952	AT1G56290
N0.HOG0001952	EL10Ac2g03737.1
N0.HOG0001952	EL10Ac2g04632.1
N0.HOG0001952	EL10Ac2g04633.1
N0.HOG0001952	HORVU.MOREX.r3.5HG0509380
N0.HOG0001952	Zm00001eb056720
N0.HOG0001952	BPChr09G11987
N0.HOG0001952	BPChr08G28518
N0.HOG0001952	BPChr08G28451
N0.HOG0001952	BPChr08G13209
N0.HOG0001952	BPChr08G13319
N0.HOG0001952	TC05G1202
N0.HOG0001952	GWHGERFP022723
N0.HOG0001952	GWHGERFP032293
N0.HOG0001952	GWHGERFP017094
N0.HOG0001952	GWHGERFP016686
N0.HOG0001952	GWHGERFP046000
N0.HOG0001952	GWHGERFP010132
N0.HOG0001952	GWHGERFP011466
N0.HOG0001952	RHSIM_Rhsim07G0057600
N0.HOG0001952	RHSIM_Rhsim02G0033400
N0.HOG0001952	RHSIM_Rhsim10G0205300
N0.HOG0001952	RHSIM_Rhsim04G0219300
N0.HOG0001952	RHSIM_Rhsim03G0051200
N0.HOG0001952	RHSIM_Rhsim03G0051600
N0.HOG0001952	Os03g0740700
N0.HOG0001954	AT4G23030
N0.HOG0001954	EL10Ac3g05692.1
N0.HOG0001954	EL10Ac5g12727.1
N0.HOG0001954	HORVU.MOREX.r3.1HG0051520
N0.HOG0001954	HORVU.MOREX.r3.2HG0187050
N0.HOG0001954	Zm00001eb073590
N0.HOG0001954	Zm00001eb021430
N0.HOG0001954	Zm00001eb428630
N0.HOG0001954	Zm00001eb250520
N0.HOG0001954	BPChr02G23375
N0.HOG0001954	BPChr11G06891
N0.HOG0001954	TC01G4534
N0.HOG0001954	TC06G1701
N0.HOG0001954	GWHGERFP008656
N0.HOG0001954	GWHGERFP031745
N0.HOG0001954	RHSIM_Rhsim09G0196300
N0.HOG0001954	RHSIM_Rhsim03G0177100
N0.HOG0001954	Os02g0676400
N0.HOG0001954	Os04g0571600
N0.HOG0001959	AT1G66480
N0.HOG0001959	AT1G71015
N0.HOG0001959	AT2G01340
N0.HOG0001959	AT5G37840
N0.HOG0001959	EL10Ac2g04486.1
N0.HOG0001959	EL10Ac6g14226.1
N0.HOG0001959	HORVU.MOREX.r3.6HG0612490
N0.HOG0001959	HORVU.MOREX.r3.5HG0479280
N0.HOG0001959	HORVU.MOREX.r3.7HG0670290
N0.HOG0001959	HORVU.MOREX.r3.7HG0670350
N0.HOG0001959	Zm00001eb041800
N0.HOG0001959	Zm00001eb190140
N0.HOG0001959	Zm00001eb312230
N0.HOG0001959	Zm00001eb253670
N0.HOG0001959	Zm00001eb280620
N0.HOG0001959	Zm00001eb379770
N0.HOG0001959	BPChr08G20440
N0.HOG0001959	BPChr08G19150
N0.HOG0001959	TC11G1006
N0.HOG0001959	TC05G1380
N0.HOG0001959	GWHGERFP032867
N0.HOG0001959	GWHGERFP039309
N0.HOG0001959	RHSIM_Rhsim09G0098200
N0.HOG0001959	RHSIM_Rhsim10G0079200
N0.HOG0001959	Os06g0260000
N0.HOG0001959	Os09g0403000
N0.HOG0001961	AT2G44770
N0.HOG0001961	AT3G60260
N0.HOG0001961	EL10Ac1g00749.1
N0.HOG0001961	HORVU.MOREX.r3.6HG0599880
N0.HOG0001961	HORVU.MOREX.r3.2HG0185580
N0.HOG0001961	Zm00001eb075190
N0.HOG0001961	Zm00001eb427870
N0.HOG0001961	Zm00001eb249130
N0.HOG0001961	BPChr13G24664
N0.HOG0001961	TC10G2533
N0.HOG0001961	GWHGERFP022749
N0.HOG0001961	GWHGERFP040898
N0.HOG0001961	RHSIM_Rhsim01G0141300
N0.HOG0001961	RHSIM_Rhsim07G0037300
N0.HOG0001961	RHSIM_Rhsim07G0037200
N0.HOG0001961	Os02g0652300
N0.HOG0001961	Os04g0545100
N0.HOG0001963	AT2G41510
N0.HOG0001963	AT3G63440
N0.HOG0001963	EL10Ac2g02886.1
N0.HOG0001963	EL10Ac2g04109.1
N0.HOG0001963	EL10Ac3g07151.1
N0.HOG0001963	HORVU.MOREX.r3.1HG0059670
N0.HOG0001963	Zm00001eb141570
N0.HOG0001963	Zm00001eb363220
N0.HOG0001963	BPunChr32629
N0.HOG0001963	TC05G1880
N0.HOG0001963	GWHGERFP010423
N0.HOG0001963	GWHGERFP010404
N0.HOG0001963	GWHGERFP041196
N0.HOG0001963	RHSIM_Rhsim03G0032100
N0.HOG0001963	RHSIM_Rhsim03G0029600
N0.HOG0001963	RHSIM_Rhsim07G0061500
N0.HOG0001963	Os01g0940000
N0.HOG0001963	Os05g0374200
N0.HOG0001965	AT1G78210
N0.HOG0001965	AT4G39955
N0.HOG0001965	AT5G09430
N0.HOG0001965	EL10Ac6g15122.1
N0.HOG0001965	EL10Ac9g21488.1
N0.HOG0001965	HORVU.MOREX.r3.5HG0515230
N0.HOG0001965	HORVU.MOREX.r3.2HG0123830
N0.HOG0001965	Zm00001eb018890
N0.HOG0001965	Zm00001eb027810
N0.HOG0001965	Zm00001eb327810
N0.HOG0001965	BPChr03G04545
N0.HOG0001965	BPChr09G06464
N0.HOG0001965	BPChr03G09723
N0.HOG0001965	TC03G2796
N0.HOG0001965	TC09G0034
N0.HOG0001965	TC12G0673
N0.HOG0001965	GWHGERFP027025
N0.HOG0001965	GWHGERFP038246
N0.HOG0001965	GWHGERFP006713
N0.HOG0001965	GWHGERFP037961
N0.HOG0001965	RHSIM_Rhsim10G0164700
N0.HOG0001965	RHSIM_Rhsim05G0106300
N0.HOG0001965	RHSIM_Rhsim06G0081300
N0.HOG0001965	Os07g0622700
N0.HOG0001965	Os03g0388800
N0.HOG0001965	Os10g0375700
N0.HOG0001966	AT2G01140
N0.HOG0001966	EL10Ac4g09682.1
N0.HOG0001966	EL10Ac7g16957.1
N0.HOG0001966	HORVU.MOREX.r3.3HG0221040
N0.HOG0001966	Zm00001eb126080
N0.HOG0001966	Zm00001eb334740
N0.HOG0001966	BPChr08G15745
N0.HOG0001966	TC04G1342
N0.HOG0001966	GWHGERFP014794
N0.HOG0001966	GWHGERFP014793
N0.HOG0001966	RHSIM_Rhsim12G0087900
N0.HOG0001966	RHSIM_Rhsim12G0087800
N0.HOG0001966	Os01g0118000
N0.HOG0001967	AT2G21330
N0.HOG0001967	AT4G38970
N0.HOG0001967	EL10Ac9g21643.1
N0.HOG0001967	EL10As8g23846.1
N0.HOG0001967	HORVU.MOREX.r3.5HG0451840
N0.HOG0001967	HORVU.MOREX.r3.4HG0349070
N0.HOG0001967	Zm00001eb408010
N0.HOG0001967	Zm00001eb200910
N0.HOG0001967	BPChr02G10623
N0.HOG0001967	TC09G0075
N0.HOG0001967	GWHGERFP037346
N0.HOG0001967	RHSIM_Rhsim11G0183800
N0.HOG0001967	Os11g0171300
N0.HOG0001968	AT2G04160
N0.HOG0001968	AT5G59810
N0.HOG0001968	EL10Ac3g05731.1
N0.HOG0001968	EL10Ac9g22355.1
N0.HOG0001968	HORVU.MOREX.r3.7HG0720770
N0.HOG0001968	HORVU.MOREX.r3.6HG0572560
N0.HOG0001968	Zm00001eb316180
N0.HOG0001968	Zm00001eb235950
N0.HOG0001968	Zm00001eb388560
N0.HOG0001968	BPChr05G31657
N0.HOG0001968	BPChr05G31652
N0.HOG0001968	BPChr05G31733
N0.HOG0001968	BPChr11G03718
N0.HOG0001968	BPChr07G10017
N0.HOG0001968	TC03G0113
N0.HOG0001968	GWHGERFP029342
N0.HOG0001968	GWHGERFP005364
N0.HOG0001968	GWHGERFP029608
N0.HOG0001968	RHSIM_Rhsim06G0180800
N0.HOG0001968	RHSIM_Rhsim05G0181500
N0.HOG0001968	RHSIM_Rhsim05G0181600
N0.HOG0001968	RHSIM_Rhsim13G0138200
N0.HOG0001968	RHSIM_Rhsim05G0181300
N0.HOG0001968	RHSIM_Rhsim05G0181400
N0.HOG0001968	Os09g0479900
N0.HOG0001968	Os02g0198700
N0.HOG0001971	AT2G14210
N0.HOG0001971	AT2G22630
N0.HOG0001971	AT3G57230
N0.HOG0001971	AT4G37940
N0.HOG0001971	EL10Ac1g00473.1
N0.HOG0001971	HORVU.MOREX.r3.7HG0653160
N0.HOG0001971	HORVU.MOREX.r3.1HG0008600
N0.HOG0001971	HORVU.MOREX.r3.6HG0612320
N0.HOG0001971	Zm00001eb080670
N0.HOG0001971	Zm00001eb183200
N0.HOG0001971	Zm00001eb245070
N0.HOG0001971	Zm00001eb253580
N0.HOG0001971	BPChr06G25449
N0.HOG0001971	BPChr06G25478
N0.HOG0001971	TC10G0612
N0.HOG0001971	TC12G0594
N0.HOG0001971	GWHGERFP012634
N0.HOG0001971	GWHGERFP006865
N0.HOG0001971	RHSIM_Rhsim05G0098700
N0.HOG0001971	RHSIM_Rhsim05G0098500
N0.HOG0001971	RHSIM_Rhsim10G0080200
N0.HOG0001971	Os04g0304400
N0.HOG0001971	Os02g0579600
N0.HOG0001971	Os08g0431900
N0.HOG0001971	Os06g0347700
N0.HOG0001971	Os02g0731200
N0.HOG0001974	AT2G18750
N0.HOG0001974	AT4G25800
N0.HOG0001974	AT5G57580
N0.HOG0001974	EL10Ac8g18272.1
N0.HOG0001974	EL10Ac8g20613.1
N0.HOG0001974	HORVU.MOREX.r3.2HG0170810
N0.HOG0001974	HORVU.MOREX.r3.6HG0569990
N0.HOG0001974	HORVU.MOREX.r3.6HG0585520
N0.HOG0001974	Zm00001eb081930
N0.HOG0001974	Zm00001eb182380
N0.HOG0001974	Zm00001eb206800
N0.HOG0001974	Zm00001eb233770
N0.HOG0001974	Zm00001eb244130
N0.HOG0001974	BPChr03G28881
N0.HOG0001974	BPChr03G29053
N0.HOG0001974	BPChr01G13591
N0.HOG0001974	TC10G0870
N0.HOG0001974	TC07G1226
N0.HOG0001974	TC12G0510
N0.HOG0001974	GWHGERFP020733
N0.HOG0001974	GWHGERFP028428
N0.HOG0001974	RHSIM_Rhsim01G0006700
N0.HOG0001974	RHSIM_Rhsim13G0173600
N0.HOG0001974	Os04g0444200
N0.HOG0001974	Os02g0562300
N0.HOG0001974	Os02g0177800
N0.HOG0001977	AT2G23320
N0.HOG0001977	AT2G24570
N0.HOG0001977	AT4G24240
N0.HOG0001977	AT4G31550
N0.HOG0001977	EL10Ac2g02415.1
N0.HOG0001977	EL10Ac6g15704.1
N0.HOG0001977	EL10As7g23779.1
N0.HOG0001977	HORVU.MOREX.r3.5HG0434270
N0.HOG0001977	HORVU.MOREX.r3.2HG0192860
N0.HOG0001977	Zm00001eb071590
N0.HOG0001977	Zm00001eb086280
N0.HOG0001977	Zm00001eb178160
N0.HOG0001977	Zm00001eb240750
N0.HOG0001977	BPChr01G26596
N0.HOG0001977	BPChr14G18090
N0.HOG0001977	BPChr01G13809
N0.HOG0001977	BPChr06G22544
N0.HOG0001977	TC04G2569
N0.HOG0001977	TC04G1776
N0.HOG0001977	GWHGERFP007069
N0.HOG0001977	GWHGERFP012517
N0.HOG0001977	RHSIM_Rhsim08G0098300
N0.HOG0001977	RHSIM_Rhsim06G0054700
N0.HOG0001977	Os04g0287400
N0.HOG0001977	Os08g0235800
N0.HOG0001977	Os04g0605100
N0.HOG0001978	AT2G23900
N0.HOG0001978	AT3G48950
N0.HOG0001978	AT4G23500
N0.HOG0001978	EL10Ac3g05421.1
N0.HOG0001978	EL10Ac5g12823.1
N0.HOG0001978	HORVU.MOREX.r3.7HG0636540
N0.HOG0001978	HORVU.MOREX.r3.4HG0412200
N0.HOG0001978	Zm00001eb001830
N0.HOG0001978	Zm00001eb268650
N0.HOG0001978	BPChr02G18985
N0.HOG0001978	BPChr06G29515
N0.HOG0001978	BPChr10G21538
N0.HOG0001978	BPChr06G29608
N0.HOG0001978	BPChr10G21675
N0.HOG0001978	BPChr10G21665
N0.HOG0001978	BPChr10G15962
N0.HOG0001978	BPChr10G15964
N0.HOG0001978	TC01G3374
N0.HOG0001978	TC08G1545
N0.HOG0001978	GWHGERFP020263
N0.HOG0001978	GWHGERFP008531
N0.HOG0001978	GWHGERFP040627
N0.HOG0001978	RHSIM_Rhsim02G0234900
N0.HOG0001978	RHSIM_Rhsim07G0011900
N0.HOG0001978	Os06g0106800
N0.HOG0001978	Os03g0124900
N0.HOG0001979	AT3G51040
N0.HOG0001979	EL10As8g23873.1
N0.HOG0001979	HORVU.MOREX.r3.5HG0520240
N0.HOG0001979	Zm00001eb061120
N0.HOG0001979	BPChr05G17966
N0.HOG0001979	TC09G0095
N0.HOG0001979	GWHGERFP037524
N0.HOG0001979	RHSIM_Rhsim10G0215100
N0.HOG0001979	Os03g0799500
N0.HOG0001982	AT2G27040
N0.HOG0001982	AT5G21030
N0.HOG0001982	AT5G21150
N0.HOG0001982	EL10Ac3g07385.1
N0.HOG0001982	EL10Ac4g08807.1
N0.HOG0001982	EL10Ac9g22361.1
N0.HOG0001982	HORVU.MOREX.r3.3HG0256890
N0.HOG0001982	Zm00001eb128780
N0.HOG0001982	Zm00001eb332830
N0.HOG0001982	Zm00001eb297760
N0.HOG0001982	BPChr10G06637
N0.HOG0001982	TC03G0079
N0.HOG0001982	GWHGERFP023112
N0.HOG0001982	GWHGERFP023111
N0.HOG0001982	RHSIM_Rhsim01G0196300
N0.HOG0001982	RHSIM_Rhsim01G0196200
N0.HOG0001982	Os04g0151800
N0.HOG0001982	Os01g0275600
N0.HOG0001985	AT2G36830
N0.HOG0001985	AT3G26520
N0.HOG0001985	EL10Ac7g16680.1
N0.HOG0001985	HORVU.MOREX.r3.4HG0407580
N0.HOG0001985	Zm00001eb003730
N0.HOG0001985	BPChr14G01129
N0.HOG0001985	TC02G1948
N0.HOG0001985	GWHGERFP002862
N0.HOG0001985	RHSIM_Rhsim01G0210800
N0.HOG0001985	RHSIM_Rhsim04G0140900
N0.HOG0001985	Os03g0146100
N0.HOG0001986	AT4G01470
N0.HOG0001986	EL10Ac2g03450.1
N0.HOG0001986	EL10Ac7g15960.1
N0.HOG0001986	HORVU.MOREX.r3.3HG0330200
N0.HOG0001986	Zm00001eb362170
N0.HOG0001986	BPChr06G09478
N0.HOG0001986	BPChr08G15365
N0.HOG0001986	TC02G3451
N0.HOG0001986	TC11G0048
N0.HOG0001986	TC11G2243
N0.HOG0001986	GWHGERFP030435
N0.HOG0001986	GWHGERFP009201
N0.HOG0001986	RHSIM_Rhsim03G0128100
N0.HOG0001986	RHSIM_Rhsim13G0087300
N0.HOG0001986	Os01g0975900
N0.HOG0001987	AT2G38820
N0.HOG0001987	AT3G22970
N0.HOG0001987	AT3G54550
N0.HOG0001987	AT4G14620
N0.HOG0001987	EL10Ac5g10478.1
N0.HOG0001987	HORVU.MOREX.r3.5HG0519200
N0.HOG0001987	HORVU.MOREX.r3.4HG0402310
N0.HOG0001987	Zm00001eb116880
N0.HOG0001987	Zm00001eb004750
N0.HOG0001987	Zm00001eb047990
N0.HOG0001987	Zm00001eb060780
N0.HOG0001987	Zm00001eb301450
N0.HOG0001987	BPChr03G00744
N0.HOG0001987	BPChr08G10732
N0.HOG0001987	TC06G2093
N0.HOG0001987	TC07G2598
N0.HOG0001987	GWHGERFP017069
N0.HOG0001987	GWHGERFP003687
N0.HOG0001987	RHSIM_Rhsim02G0031800
N0.HOG0001987	RHSIM_RhsimUnG0084800
N0.HOG0001987	RHSIM_Rhsim13G0030200
N0.HOG0001987	RHSIM_Rhsim04G0195800
N0.HOG0001987	Os03g0796600
N0.HOG0001987	Os03g0162500
N0.HOG0001987	Os10g0417800
N0.HOG0001987	Os07g0181500
N0.HOG0001990	AT2G39130
N0.HOG0001990	AT3G09330
N0.HOG0001990	AT3G09340
N0.HOG0001990	AT3G54830
N0.HOG0001990	AT5G02170
N0.HOG0001990	AT5G02180
N0.HOG0001990	EL10Ac7g16774.1
N0.HOG0001990	EL10Ac7g16775.1
N0.HOG0001990	HORVU.MOREX.r3.2HG0102700
N0.HOG0001990	Zm00001eb087950
N0.HOG0001990	Zm00001eb278120
N0.HOG0001990	Zm00001eb404730
N0.HOG0001990	BPChr06G11099
N0.HOG0001990	BPChr14G17383
N0.HOG0001990	TC02G2561
N0.HOG0001990	TC11G1936
N0.HOG0001990	GWHGERFP009489
N0.HOG0001990	GWHGERFP046744
N0.HOG0001990	GWHGERFP032206
N0.HOG0001990	GWHGERFP024821
N0.HOG0001990	GWHGERFP047069
N0.HOG0001990	RHSIM_Rhsim03G0117100
N0.HOG0001990	RHSIM_RhsimUnG0187000
N0.HOG0001990	RHSIM_Rhsim09G0149600
N0.HOG0001990	Os04g0201800
N0.HOG0001990	Os02g0101000
N0.HOG0001992	AT3G06190
N0.HOG0001992	AT5G19000
N0.HOG0001992	EL10Ac3g06322.1
N0.HOG0001992	EL10Ac3g06323.1
N0.HOG0001992	HORVU.MOREX.r3.2HG0118000
N0.HOG0001992	Zm00001eb110590
N0.HOG0001992	Zm00001eb329510
N0.HOG0001992	BPChr05G07474
N0.HOG0001992	BPChr08G05081
N0.HOG0001992	TC12G1482
N0.HOG0001992	TC04G0306
N0.HOG0001992	GWHGERFP024012
N0.HOG0001992	GWHGERFP031232
N0.HOG0001992	GWHGERFP043738
N0.HOG0001992	RHSIM_Rhsim13G0022300
N0.HOG0001992	RHSIM_Rhsim01G0276800
N0.HOG0001992	Os07g0655300
N0.HOG0001994	AT2G42520
N0.HOG0001994	AT3G58510
N0.HOG0001994	AT3G58570
N0.HOG0001994	EL10Ac3g06852.1
N0.HOG0001994	HORVU.MOREX.r3.4HG0361420
N0.HOG0001994	HORVU.MOREX.r3.5HG0522270
N0.HOG0001994	Zm00001eb116250
N0.HOG0001994	Zm00001eb116270
N0.HOG0001994	Zm00001eb167520
N0.HOG0001994	BPChr13G00866
N0.HOG0001994	BPChr14G12930
N0.HOG0001994	TC05G2023
N0.HOG0001994	TC06G1294
N0.HOG0001994	GWHGERFP022970
N0.HOG0001994	GWHGERFP022971
N0.HOG0001994	RHSIM_Rhsim01G0185100
N0.HOG0001994	Os07g0202100
N0.HOG0001994	Os11g0599500
N0.HOG0001994	Os03g0805200
N0.HOG0001997	AT2G44110
N0.HOG0001997	AT4G02600
N0.HOG0001997	EL10Ac5g10564.1
N0.HOG0001997	HORVU.MOREX.r3.1HG0065860
N0.HOG0001997	Zm00001eb145330
N0.HOG0001997	Zm00001eb349230
N0.HOG0001997	Zm00001eb288190
N0.HOG0001997	Zm00001eb288250
N0.HOG0001997	BPChr08G26736
N0.HOG0001997	BPChr06G29434
N0.HOG0001997	TC07G2691
N0.HOG0001997	GWHGERFP034118
N0.HOG0001997	GWHGERFP023712
N0.HOG0001997	RHSIM_Rhsim01G0246000
N0.HOG0001997	RHSIM_Rhsim09G0001200
N0.HOG0001997	Os01g0888600
N0.HOG0001998	AT2G44840
N0.HOG0001998	AT4G17500
N0.HOG0001998	AT5G47220
N0.HOG0001998	EL10Ac5g12314.1
N0.HOG0001998	HORVU.MOREX.r3.6HG0600160
N0.HOG0001998	Zm00001eb074930
N0.HOG0001998	Zm00001eb429870
N0.HOG0001998	Zm00001eb249290
N0.HOG0001998	BPChr13G24680
N0.HOG0001998	BPChr02G25640
N0.HOG0001998	BPChr02G25639
N0.HOG0001998	BPChr02G25660
N0.HOG0001998	BPChr06G30880
N0.HOG0001998	BPChr12G25183
N0.HOG0001998	TC01G3865
N0.HOG0001998	GWHGERFP041730
N0.HOG0001998	GWHGERFP008828
N0.HOG0001998	GWHGERFP033943
N0.HOG0001998	GWHGERFP031819
N0.HOG0001998	GWHGERFP042824
N0.HOG0001998	RHSIM_Rhsim07G0116700
N0.HOG0001998	RHSIM_Rhsim07G0188600
N0.HOG0001998	RHSIM_Rhsim09G0189600
N0.HOG0001998	RHSIM_Rhsim03G0161000
N0.HOG0001998	Os04g0546800
N0.HOG0001998	Os02g0654700
N0.HOG0001999	AT2G45660
N0.HOG0001999	AT4G11880
N0.HOG0001999	AT4G22950
N0.HOG0001999	AT5G51860
N0.HOG0001999	AT5G51870
N0.HOG0001999	AT5G62165
N0.HOG0001999	EL10Ac1g00949.1
N0.HOG0001999	EL10Ac1g00953.1
N0.HOG0001999	EL10Ac5g12708.1
N0.HOG0001999	HORVU.MOREX.r3.4HG0412460
N0.HOG0001999	HORVU.MOREX.r3.6HG0540820
N0.HOG0001999	HORVU.MOREX.r3.1HG0054220
N0.HOG0001999	Zm00001eb001670
N0.HOG0001999	Zm00001eb393670
N0.HOG0001999	Zm00001eb403750
N0.HOG0001999	BPChr11G26860
N0.HOG0001999	BPChr02G23570
N0.HOG0001999	BPChr13G16618
N0.HOG0001999	TC03G2728
N0.HOG0001999	GWHGERFP008678
N0.HOG0001999	GWHGERFP040749
N0.HOG0001999	RHSIM_Rhsim07G0023100
N0.HOG0001999	RHSIM_Rhsim03G0175000
N0.HOG0001999	Os10g0536100
N0.HOG0001999	Os02g0104100
N0.HOG0001999	Os03g0122600
N0.HOG0002001	AT5G33320
N0.HOG0002001	EL10Ac5g10735.1
N0.HOG0002001	HORVU.MOREX.r3.5HG0471790
N0.HOG0002001	Zm00001eb097690
N0.HOG0002001	Zm00001eb042970
N0.HOG0002001	Zm00001eb309230
N0.HOG0002001	BPChr08G01401
N0.HOG0002001	TC09G0987
N0.HOG0002001	TC08G2457
N0.HOG0002001	GWHGERFP015898
N0.HOG0002001	GWHGERFP011565
N0.HOG0002001	RHSIM_Rhsim10G0118100
N0.HOG0002001	RHSIM_Rhsim12G0165000
N0.HOG0002001	RHSIM_Rhsim08G0173600
N0.HOG0002001	Os08g0344600
N0.HOG0002001	Os09g0297400
N0.HOG0002002	AT3G02230
N0.HOG0002002	AT5G15650
N0.HOG0002002	AT5G50750
N0.HOG0002002	EL10Ac2g04448.1
N0.HOG0002002	HORVU.MOREX.r3.4HG0369570
N0.HOG0002002	HORVU.MOREX.r3.3HG0290880
N0.HOG0002002	Zm00001eb049960
N0.HOG0002002	Zm00001eb219270
N0.HOG0002002	BPChr04G22749
N0.HOG0002002	TC05G1360
N0.HOG0002002	TC01G0143
N0.HOG0002002	GWHGERFP040347
N0.HOG0002002	GWHGERFP039745
N0.HOG0002002	RHSIM_Rhsim10G0056100
N0.HOG0002002	Os03g0599800
N0.HOG0002004	AT4G38190
N0.HOG0002004	EL10Ac3g05871.1
N0.HOG0002004	EL10Ac5g12005.1
N0.HOG0002004	HORVU.MOREX.r3.2HG0115540
N0.HOG0002004	Zm00001eb043010
N0.HOG0002004	BPChr08G13236
N0.HOG0002004	BPChr08G01461
N0.HOG0002004	BPChr09G12155
N0.HOG0002004	TC01G4017
N0.HOG0002004	GWHGERFP037502
N0.HOG0002004	RHSIM_Rhsim11G0198900
N0.HOG0002004	Os08g0345500
N0.HOG0002005	AT3G03050
N0.HOG0002005	AT5G16910
N0.HOG0002005	EL10Ac3g05073.1
N0.HOG0002005	HORVU.MOREX.r3.1HG0053630
N0.HOG0002005	Zm00001eb025100
N0.HOG0002005	Zm00001eb379070
N0.HOG0002005	BPChr03G18564
N0.HOG0002005	TC06G2811
N0.HOG0002005	GWHGERFP041904
N0.HOG0002005	GWHGERFP008193
N0.HOG0002005	RHSIM_Rhsim03G0221700
N0.HOG0002005	RHSIM_Rhsim07G0132400
N0.HOG0002005	Os06g0111800
N0.HOG0002005	Os10g0578200
N0.HOG0002009	AT3G11000
N0.HOG0002009	AT5G01660
N0.HOG0002009	EL10Ac2g04912.1
N0.HOG0002009	EL10Ac5g12479.1
N0.HOG0002009	HORVU.MOREX.r3.1HG0025840
N0.HOG0002009	Zm00001eb336280
N0.HOG0002009	Zm00001eb282080
N0.HOG0002009	Zm00001eb282100
N0.HOG0002009	BPChr06G30265
N0.HOG0002009	BPChr06G30740
N0.HOG0002009	BPChr14G01852
N0.HOG0002009	TC05G2747
N0.HOG0002009	GWHGERFP033028
N0.HOG0002009	GWHGERFP008971
N0.HOG0002009	GWHGERFP008972
N0.HOG0002009	GWHGERFP043217
N0.HOG0002009	RHSIM_Rhsim09G0080000
N0.HOG0002009	RHSIM_Rhsim03G0148100
N0.HOG0002009	RHSIM_Rhsim03G0148200
N0.HOG0002009	RHSIM_Rhsim07G0217400
N0.HOG0002009	RHSIM_Rhsim03G0110100
N0.HOG0002009	Os01g0165200
N0.HOG0002009	Os05g0164900
N0.HOG0002010	AT3G11100
N0.HOG0002010	AT3G58630
N0.HOG0002010	AT5G05550
N0.HOG0002010	EL10Ac2g04862.1
N0.HOG0002010	EL10Ac8g20595.1
N0.HOG0002010	EL10Ac9g20942.1
N0.HOG0002010	HORVU.MOREX.r3.3HG0279380
N0.HOG0002010	HORVU.MOREX.r3.1HG0086920
N0.HOG0002010	Zm00001eb157080
N0.HOG0002010	Zm00001eb360120
N0.HOG0002010	Zm00001eb295700
N0.HOG0002010	BPChr07G09908
N0.HOG0002010	BPChr06G30865
N0.HOG0002010	TC03G1573
N0.HOG0002010	TC07G1457
N0.HOG0002010	TC08G0457
N0.HOG0002010	TC08G0914
N0.HOG0002010	GWHGERFP018723
N0.HOG0002010	GWHGERFP018888
N0.HOG0002010	GWHGERFP031908
N0.HOG0002010	GWHGERFP005988
N0.HOG0002010	RHSIM_Rhsim06G0131000
